"Velocity_average:0","Velocity_average:1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0593,0.021136,1,0.492,-0.48,0.992,0
0.059299,0.021118,1,0.4925,-0.48,0.9925,0
0.059299,0.021099,1,0.493,-0.48,0.993,0
0.059298,0.02108,1,0.4935,-0.48,0.9935,0
0.059297,0.021061,1,0.494,-0.48,0.994,0
0.059296,0.021043,1,0.4945,-0.48,0.9945,0
0.059296,0.021025,1,0.495,-0.48,0.995,0
0.059296,0.021007,1,0.4955,-0.48,0.9955,0
0.059296,0.020989,1,0.496,-0.48,0.996,0
0.059295,0.020971,1,0.4965,-0.48,0.9965,0
0.059294,0.020953,1,0.497,-0.48,0.997,0
0.059294,0.020935,1,0.4975,-0.48,0.9975,0
0.059293,0.020917,1,0.498,-0.48,0.998,0
0.059292,0.020899,1,0.4985,-0.48,0.9985,0
0.059291,0.020881,1,0.499,-0.48,0.999,0
0.059291,0.020863,1,0.4995,-0.48,0.9995,0
0.05929,0.020845,1,0.5,-0.48,1,0
