Velocity:0,Velocity:1,Points:0,Points:1,Points:2,
-0.48267701,-0.32630199,3.69137,5.8904901,0,0
-0.49016401,-0.29507399,3.69137,5.92976,0,0
-0.49687999,-0.26346499,3.69137,5.9690299,0,0
-0.50282598,-0.231474,3.69137,6.0082998,0,0
-0.50800198,-0.199101,3.69137,6.0475702,0,0
-0.512407,-0.166348,3.69137,6.0868402,0,0
-0.51601702,-0.13333599,3.69137,6.1261101,0,0
-0.51882601,-0.100195,3.69137,6.16538,0,0
-0.52083403,-0.066925399,3.69137,6.2046499,0,0
-0.52204001,-0.033527099,3.69137,6.2439198,0,0
-0.52244598,3.5270501E-13,3.69137,6.2831898,0,0.0392698999999999
-0.55557001,-8.2986399E-19,3.7306399,-9.9967403E-19,0,0
-0.55513901,0.032693502,3.7306399,0.039269902,0,0
-0.55385602,0.065261401,3.7306399,0.078539804,0,0
-0.55172098,0.097703703,3.7306399,0.11781,0,0
-0.54873401,0.13001999,3.7306399,0.15707999,0,0
-0.54489499,0.162212,3.7306399,0.19634999,0,0
-0.54021001,0.194151,3.7306399,0.23561899,0,0
-0.53470701,0.225719,3.7306399,0.27488899,0,0
-0.52838397,0.25691399,3.7306399,0.31415901,0,0
-0.52124101,0.287738,3.7306399,0.35342899,0,0
-0.51327997,0.31819001,3.7306399,0.392699,0,0
-0.50452203,0.34814799,3.7306399,0.43196899,0,0
-0.49500901,0.37750199,3.7306399,0.471239,0,0
-0.484741,0.406252,3.7306399,0.51050901,0,0
-0.47371799,0.434398,3.7306399,0.549779,0,0
-0.46193999,0.46193999,3.7306399,0.58904898,0,0
-0.44944501,0.488765,3.7306399,0.62831903,0,0
-0.436288,0.514777,3.7306399,0.667588,0,0
-0.42247,0.53997701,3.7306399,0.70685798,0,0
-0.407989,0.56436402,3.7306399,0.74612802,0,0
-0.392847,0.58793801,3.7306399,0.78539801,0,0
-0.377096,0.61059898,3.7306399,0.82466799,0,0
-0.36080101,0.63227099,3.7306399,0.86393797,0,0
-0.343963,0.652951,3.7306399,0.90320802,0,0
-0.32658201,0.67264199,3.7306399,0.942478,0,0
-0.308658,0.691342,3.7306399,0.98174798,0,0
-0.29025501,0.708969,3.7306399,1.0210201,0,0
-0.271449,0.72546601,3.7306399,1.06029,0,0
-0.25223801,0.74083298,3.7306399,1.09956,0,0
-0.23262499,0.75506997,3.7306399,1.1388299,0,0
-0.21260799,0.76817799,3.7306399,1.1781,0,0
-0.19226,0.78009301,3.7306399,1.21737,0,0
-0.171665,0.79078197,3.7306399,1.25664,0,0
-0.15082,0.80024499,3.7306399,1.29591,0,0
-0.129728,0.80848199,3.7306399,1.33518,0,0
-0.108386,0.81549299,3.7306399,1.37445,0,0
-0.086876899,0.82123899,3.7306399,1.41372,0,0
-0.065283597,0.82570899,3.7306399,1.4529901,0,0
-0.0436063,0.82890397,3.7306399,1.49226,0,0
-0.0218451,0.83082402,3.7306399,1.53153,0,0
5.7451799E-14,0.83147001,3.7306399,1.5707999,0,0
0.0218451,0.83082402,3.7306399,1.61007,0,0
0.0436063,0.82890397,3.7306399,1.64934,0,0
0.065283597,0.82570899,3.7306399,1.68861,0,0
0.086876899,0.82123899,3.7306399,1.72788,0,0
0.108386,0.81549299,3.7306399,1.76715,0,0
0.129728,0.80848199,3.7306399,1.80642,0,0
0.15082,0.80024499,3.7306399,1.84569,0,0
0.171665,0.79078197,3.7306399,1.8849601,0,0
0.19226,0.78009301,3.7306399,1.92423,0,0
0.21260799,0.76817799,3.7306399,1.9635,0,0
0.23262499,0.75506997,3.7306399,2.0027699,0,0
0.25223801,0.74083298,3.7306399,2.0420401,0,0
0.271449,0.72546601,3.7306399,2.08131,0,0
0.29025501,0.708969,3.7306399,2.12058,0,0
0.308658,0.691342,3.7306399,2.1598401,0,0
0.32658201,0.67264199,3.7306399,2.19911,0,0
0.343963,0.652951,3.7306399,2.23838,0,0
0.36080101,0.63227099,3.7306399,2.2776501,0,0
0.377096,0.61059898,3.7306399,2.31692,0,0
0.392847,0.58793801,3.7306399,2.35619,0,0
0.407989,0.56436402,3.7306399,2.3954599,0,0
0.42247,0.53997701,3.7306399,2.4347301,0,0
0.436288,0.514777,3.7306399,2.474,0,0
0.44944501,0.488765,3.7306399,2.5132699,0,0
0.46193999,0.46193999,3.7306399,2.5525401,0,0
0.47371799,0.434398,3.7306399,2.59181,0,0
0.484741,0.406252,3.7306399,2.6310799,0,0
0.49500901,0.37750199,3.7306399,2.6703501,0,0
0.50452203,0.34814799,3.7306399,2.70962,0,0
0.51327997,0.31819001,3.7306399,2.7488899,0,0
0.52124101,0.287738,3.7306399,2.7881601,0,0
0.52838397,0.25691399,3.7306399,2.82743,0,0
0.53470701,0.225719,3.7306399,2.8666999,0,0
0.54021001,0.194151,3.7306399,2.9059701,0,0
0.54489499,0.162212,3.7306399,2.94524,0,0
0.54873401,0.13001999,3.7306399,2.9845099,0,0
0.55172098,0.097703703,3.7306399,3.0237801,0,0
0.55385602,0.065261401,3.7306399,3.06305,0,0
0.55513901,0.032693502,3.7306399,3.10232,0,0
0.55557001,-1.71966E-13,3.7306399,3.1415901,0,0
0.55513901,-0.032693502,3.7306399,3.18086,0,0
0.55385602,-0.065261401,3.7306399,3.22013,0,0
0.55172098,-0.097703703,3.7306399,3.2593999,0,0
0.54873401,-0.13001999,3.7306399,3.2986701,0,0
0.54489499,-0.162212,3.7306399,3.33794,0,0
0.54021001,-0.194151,3.7306399,3.3772099,0,0
0.53470701,-0.225719,3.7306399,3.4164801,0,0
0.52838397,-0.25691399,3.7306399,3.45575,0,0
0.52124101,-0.287738,3.7306399,3.4950199,0,0
0.51327997,-0.31819001,3.7306399,3.5342901,0,0
0.50452203,-0.34814799,3.7306399,3.57356,0,0
0.49500901,-0.37750199,3.7306399,3.6128299,0,0
0.484741,-0.406252,3.7306399,3.6521001,0,0
0.47371799,-0.434398,3.7306399,3.69137,0,0
0.46193999,-0.46193999,3.7306399,3.7306399,0,0
0.44944501,-0.488765,3.7306399,3.7699101,0,0
0.436288,-0.514777,3.7306399,3.80918,0,0
0.42247,-0.53997701,3.7306399,3.8484499,0,0
0.407989,-0.56436402,3.7306399,3.8877201,0,0
0.392847,-0.58793801,3.7306399,3.92699,0,0
0.377096,-0.61059898,3.7306399,3.96626,0,0
0.36080101,-0.63227099,3.7306399,4.0055299,0,0
0.343963,-0.652951,3.7306399,4.0447998,0,0
0.32658201,-0.67264199,3.7306399,4.0840702,0,0
0.308658,-0.691342,3.7306399,4.1233401,0,0
0.29025501,-0.708969,3.7306399,4.1626101,0,0
0.271449,-0.72546601,3.7306399,4.20188,0,0
0.25223801,-0.74083298,3.7306399,4.2411499,0,0
0.23262499,-0.75506997,3.7306399,4.2804198,0,0
0.21260799,-0.76817799,3.7306399,4.3196902,0,0
0.19226,-0.78009301,3.7306399,4.3589602,0,0
0.171665,-0.79078197,3.7306399,4.3982301,0,0
0.15082,-0.80024499,3.7306399,4.4375,0,0
0.129728,-0.80848199,3.7306399,4.4767699,0,0
0.108386,-0.81549299,3.7306399,4.5160398,0,0
0.086876899,-0.82123899,3.7306399,4.5553098,0,0
0.065283597,-0.82570899,3.7306399,4.5945802,0,0
0.0436063,-0.82890397,3.7306399,4.6338501,0,0
0.0218451,-0.83082402,3.7306399,4.67312,0,0
-1.7260299E-13,-0.83147001,3.7306399,4.7123899,0,0
-0.0218451,-0.83082402,3.7306399,4.7516599,0,0
-0.0436063,-0.82890397,3.7306399,4.7909298,0,0
-0.065283597,-0.82570899,3.7306399,4.8302002,0,0
-0.086876899,-0.82123899,3.7306399,4.8694701,0,0
-0.108386,-0.81549299,3.7306399,4.90874,0,0
-0.129728,-0.80848199,3.7306399,4.94801,0,0
-0.15082,-0.80024499,3.7306399,4.9872799,0,0
-0.171665,-0.79078197,3.7306399,5.0265498,0,0
-0.19226,-0.78009301,3.7306399,5.0658202,0,0
-0.21260799,-0.76817799,3.7306399,5.1050901,0,0
-0.23262499,-0.75506997,3.7306399,5.1443601,0,0
-0.25223801,-0.74083298,3.7306399,5.18363,0,0
-0.271449,-0.72546601,3.7306399,5.2228999,0,0
-0.29025501,-0.708969,3.7306399,5.2621698,0,0
-0.308658,-0.691342,3.7306399,5.3014398,0,0
-0.32658201,-0.67264199,3.7306399,5.3407102,0,0
-0.343963,-0.652951,3.7306399,5.3799801,0,0
-0.36080101,-0.63227099,3.7306399,5.41925,0,0
-0.377096,-0.61059898,3.7306399,5.4585199,0,0
-0.392847,-0.58793801,3.7306399,5.4977899,0,0
-0.407989,-0.56436402,3.7306399,5.5370598,0,0
-0.42247,-0.53997701,3.7306399,5.5763302,0,0
-0.436288,-0.514777,3.7306399,5.6156001,0,0
-0.44944501,-0.488765,3.7306399,5.65487,0,0
-0.46193999,-0.46193999,3.7306399,5.69414,0,0
-0.47371799,-0.434398,3.7306399,5.7334099,0,0
-0.484741,-0.406252,3.7306399,5.7726798,0,0
-0.49500901,-0.37750199,3.7306399,5.8119502,0,0
-0.50452203,-0.34814799,3.7306399,5.8512201,0,0
-0.51327997,-0.31819001,3.7306399,5.8904901,0,0
-0.52124101,-0.287738,3.7306399,5.92976,0,0
-0.52838397,-0.25691399,3.7306399,5.9690299,0,0
-0.53470701,-0.225719,3.7306399,6.0082998,0,0
-0.54021001,-0.194151,3.7306399,6.0475702,0,0
-0.54489499,-0.162212,3.7306399,6.0868402,0,0
-0.54873401,-0.13001999,3.7306399,6.1261101,0,0
-0.55172098,-0.097703703,3.7306399,6.16538,0,0
-0.55385602,-0.065261401,3.7306399,6.2046499,0,0
-0.55513901,-0.032693502,3.7306399,6.2439198,0,0
-0.55557001,3.4393601E-13,3.7306399,6.2831898,0,0.0392702000000003
-0.58783299,-8.0741699E-19,3.7699101,-9.9967403E-19,0,0
-0.587376,0.0318092,3.7699101,0.039269902,0,0
-0.58601898,0.063496202,3.7699101,0.078539804,0,0
-0.58376002,0.095060997,3.7699101,0.11781,0,0
-0.58059901,0.126504,3.7699101,0.15707999,0,0
-0.57653803,0.15782399,3.7699101,0.19634999,0,0
-0.57158101,0.18889999,3.7699101,0.23561899,0,0
-0.56575698,0.219613,3.7699101,0.27488899,0,0
-0.55906701,0.249965,3.7699101,0.31415901,0,0
-0.55150998,0.279955,3.7699101,0.35342899,0,0
-0.54308701,0.30958301,3.7699101,0.392699,0,0
-0.53381997,0.33873099,3.7699101,0.43196899,0,0
-0.523754,0.367291,3.7699101,0.471239,0,0
-0.51288998,0.39526299,3.7699101,0.51050901,0,0
-0.50122702,0.42264801,3.7699101,0.549779,0,0
-0.488765,0.44944501,3.7699101,0.58904898,0,0
-0.47554401,0.47554401,3.7699101,0.62831903,0,0
-0.461624,0.500853,3.7699101,0.667588,0,0
-0.44700301,0.52537102,3.7699101,0.70685798,0,0
-0.43168199,0.54909801,3.7699101,0.74612802,0,0
-0.41565999,0.57203501,3.7699101,0.78539801,0,0
-0.398994,0.59408301,3.7699101,0.82466799,0,0
-0.381753,0.61516798,3.7699101,0.86393797,0,0
-0.36393699,0.63529003,3.7699101,0.90320802,0,0
-0.34554699,0.65444702,3.7699101,0.942478,0,0
-0.32658201,0.67264199,3.7699101,0.98174798,0,0
-0.307111,0.68979198,3.7699101,1.0210201,0,0
-0.28721201,0.70584297,3.7699101,1.06029,0,0
-0.266886,0.72079402,3.7699101,1.09956,0,0
-0.246133,0.73464698,3.7699101,1.1388299,0,0
-0.22495399,0.74739897,3.7699101,1.1781,0,0
-0.20342501,0.75899202,3.7699101,1.21737,0,0
-0.181633,0.76939201,3.7699101,1.25664,0,0
-0.15957899,0.77859902,3.7699101,1.29591,0,0
-0.137261,0.786614,3.7699101,1.33518,0,0
-0.11468,0.79343498,3.7699101,1.37445,0,0
-0.091921903,0.799025,3.7699101,1.41372,0,0
-0.069074601,0.80337399,3.7699101,1.4529901,0,0
-0.046138499,0.80648297,3.7699101,1.49226,0,0
-0.0231137,0.80835199,3.7699101,1.53153,0,0
6.0788099E-14,0.80897897,3.7699101,1.5707999,0,0
0.0231137,0.80835199,3.7699101,1.61007,0,0
0.046138499,0.80648297,3.7699101,1.64934,0,0
0.069074601,0.80337399,3.7699101,1.68861,0,0
0.091921903,0.799025,3.7699101,1.72788,0,0
0.11468,0.79343498,3.7699101,1.76715,0,0
0.137261,0.786614,3.7699101,1.80642,0,0
0.15957899,0.77859902,3.7699101,1.84569,0,0
0.181633,0.76939201,3.7699101,1.8849601,0,0
0.20342501,0.75899202,3.7699101,1.92423,0,0
0.22495399,0.74739897,3.7699101,1.9635,0,0
0.246133,0.73464698,3.7699101,2.0027699,0,0
0.266886,0.72079402,3.7699101,2.0420401,0,0
0.28721201,0.70584297,3.7699101,2.08131,0,0
0.307111,0.68979198,3.7699101,2.12058,0,0
0.32658201,0.67264199,3.7699101,2.1598401,0,0
0.34554699,0.65444702,3.7699101,2.19911,0,0
0.36393699,0.63529003,3.7699101,2.23838,0,0
0.381753,0.61516798,3.7699101,2.2776501,0,0
0.398994,0.59408301,3.7699101,2.31692,0,0
0.41565999,0.57203501,3.7699101,2.35619,0,0
0.43168199,0.54909801,3.7699101,2.3954599,0,0
0.44700301,0.52537102,3.7699101,2.4347301,0,0
0.461624,0.500853,3.7699101,2.474,0,0
0.47554401,0.47554401,3.7699101,2.5132699,0,0
0.488765,0.44944501,3.7699101,2.5525401,0,0
0.50122702,0.42264801,3.7699101,2.59181,0,0
0.51288998,0.39526299,3.7699101,2.6310799,0,0
0.523754,0.367291,3.7699101,2.6703501,0,0
0.53381997,0.33873099,3.7699101,2.70962,0,0
0.54308701,0.30958301,3.7699101,2.7488899,0,0
0.55150998,0.279955,3.7699101,2.7881601,0,0
0.55906701,0.249965,3.7699101,2.82743,0,0
0.56575698,0.219613,3.7699101,2.8666999,0,0
0.57158101,0.18889999,3.7699101,2.9059701,0,0
0.57653803,0.15782399,3.7699101,2.94524,0,0
0.58059901,0.126504,3.7699101,2.9845099,0,0
0.58376002,0.095060997,3.7699101,3.0237801,0,0
0.58601898,0.063496202,3.7699101,3.06305,0,0
0.587376,0.0318092,3.7699101,3.10232,0,0
0.58783299,-1.67315E-13,3.7699101,3.1415901,0,0
0.587376,-0.0318092,3.7699101,3.18086,0,0
0.58601898,-0.063496202,3.7699101,3.22013,0,0
0.58376002,-0.095060997,3.7699101,3.2593999,0,0
0.58059901,-0.126504,3.7699101,3.2986701,0,0
0.57653803,-0.15782399,3.7699101,3.33794,0,0
0.57158101,-0.18889999,3.7699101,3.3772099,0,0
0.56575698,-0.219613,3.7699101,3.4164801,0,0
0.55906701,-0.249965,3.7699101,3.45575,0,0
0.55150998,-0.279955,3.7699101,3.4950199,0,0
0.54308701,-0.30958301,3.7699101,3.5342901,0,0
0.53381997,-0.33873099,3.7699101,3.57356,0,0
0.523754,-0.367291,3.7699101,3.6128299,0,0
0.51288998,-0.39526299,3.7699101,3.6521001,0,0
0.50122702,-0.42264801,3.7699101,3.69137,0,0
0.488765,-0.44944501,3.7699101,3.7306399,0,0
0.47554401,-0.47554401,3.7699101,3.7699101,0,0
0.461624,-0.500853,3.7699101,3.80918,0,0
0.44700301,-0.52537102,3.7699101,3.8484499,0,0
0.43168199,-0.54909801,3.7699101,3.8877201,0,0
0.41565999,-0.57203501,3.7699101,3.92699,0,0
0.398994,-0.59408301,3.7699101,3.96626,0,0
0.381753,-0.61516798,3.7699101,4.0055299,0,0
0.36393699,-0.63529003,3.7699101,4.0447998,0,0
0.34554699,-0.65444702,3.7699101,4.0840702,0,0
0.32658201,-0.67264199,3.7699101,4.1233401,0,0
0.307111,-0.68979198,3.7699101,4.1626101,0,0
0.28721201,-0.70584297,3.7699101,4.20188,0,0
0.266886,-0.72079402,3.7699101,4.2411499,0,0
0.246133,-0.73464698,3.7699101,4.2804198,0,0
0.22495399,-0.74739897,3.7699101,4.3196902,0,0
0.20342501,-0.75899202,3.7699101,4.3589602,0,0
0.181633,-0.76939201,3.7699101,4.3982301,0,0
0.15957899,-0.77859902,3.7699101,4.4375,0,0
0.137261,-0.786614,3.7699101,4.4767699,0,0
0.11468,-0.79343498,3.7699101,4.5160398,0,0
0.091921903,-0.799025,3.7699101,4.5553098,0,0
0.069074601,-0.80337399,3.7699101,4.5945802,0,0
0.046138499,-0.80648297,3.7699101,4.6338501,0,0
0.0231137,-0.80835199,3.7699101,4.67312,0,0
-1.82627E-13,-0.80897897,3.7699101,4.7123899,0,0
-0.0231137,-0.80835199,3.7699101,4.7516599,0,0
-0.046138499,-0.80648297,3.7699101,4.7909298,0,0
-0.069074601,-0.80337399,3.7699101,4.8302002,0,0
-0.091921903,-0.799025,3.7699101,4.8694701,0,0
-0.11468,-0.79343498,3.7699101,4.90874,0,0
-0.137261,-0.786614,3.7699101,4.94801,0,0
-0.15957899,-0.77859902,3.7699101,4.9872799,0,0
-0.181633,-0.76939201,3.7699101,5.0265498,0,0
-0.20342501,-0.75899202,3.7699101,5.0658202,0,0
-0.22495399,-0.74739897,3.7699101,5.1050901,0,0
-0.246133,-0.73464698,3.7699101,5.1443601,0,0
-0.266886,-0.72079402,3.7699101,5.18363,0,0
-0.28721201,-0.70584297,3.7699101,5.2228999,0,0
-0.307111,-0.68979198,3.7699101,5.2621698,0,0
-0.32658201,-0.67264199,3.7699101,5.3014398,0,0
-0.34554699,-0.65444702,3.7699101,5.3407102,0,0
-0.36393699,-0.63529003,3.7699101,5.3799801,0,0
-0.381753,-0.61516798,3.7699101,5.41925,0,0
-0.398994,-0.59408301,3.7699101,5.4585199,0,0
-0.41565999,-0.57203501,3.7699101,5.4977899,0,0
-0.43168199,-0.54909801,3.7699101,5.5370598,0,0
-0.44700301,-0.52537102,3.7699101,5.5763302,0,0
-0.461624,-0.500853,3.7699101,5.6156001,0,0
-0.47554401,-0.47554401,3.7699101,5.65487,0,0
-0.488765,-0.44944501,3.7699101,5.69414,0,0
-0.50122702,-0.42264801,3.7699101,5.7334099,0,0
-0.51288998,-0.39526299,3.7699101,5.7726798,0,0
-0.523754,-0.367291,3.7699101,5.8119502,0,0
-0.53381997,-0.33873099,3.7699101,5.8512201,0,0
-0.54308701,-0.30958301,3.7699101,5.8904901,0,0
-0.55150998,-0.279955,3.7699101,5.92976,0,0
-0.55906701,-0.249965,3.7699101,5.9690299,0,0
-0.56575698,-0.219613,3.7699101,6.0082998,0,0
-0.57158101,-0.18889999,3.7699101,6.0475702,0,0
-0.57653803,-0.15782399,3.7699101,6.0868402,0,0
-0.58059901,-0.126504,3.7699101,6.1261101,0,0
-0.58376002,-0.095060997,3.7699101,6.16538,0,0
-0.58601898,-0.063496202,3.7699101,6.2046499,0,0
-0.587376,-0.0318092,3.7699101,6.2439198,0,0
-0.58783299,3.3463301E-13,3.7699101,6.2831898,0,0.0392698999999999
-0.61911702,-7.8378098E-19,3.80918,-9.9967403E-19,0,0
-0.61863703,0.030878,3.80918,0.039269902,0,0
-0.61720699,0.061637402,3.80918,0.078539804,0,0
-0.61482799,0.092278197,3.80918,0.11781,0,0
-0.61149901,0.1228,3.80918,0.15707999,0,0
-0.60722101,0.15320399,3.80918,0.19634999,0,0
-0.60200101,0.18336999,3.80918,0.23561899,0,0
-0.59586698,0.213184,3.80918,0.27488899,0,0
-0.58882099,0.24264801,3.80918,0.31415901,0,0
-0.58086199,0.27175999,3.80918,0.35342899,0,0
-0.57199001,0.30052,3.80918,0.392699,0,0
-0.56222999,0.32881501,3.80918,0.43196899,0,0
-0.55162901,0.35653901,3.80918,0.471239,0,0
-0.54018599,0.383692,3.80918,0.51050901,0,0
-0.52790302,0.41027501,3.80918,0.549779,0,0
-0.514777,0.436288,3.80918,0.58904898,0,0
-0.500853,0.461624,3.80918,0.62831903,0,0
-0.48619199,0.48619199,3.80918,0.667588,0,0
-0.47079301,0.509992,3.80918,0.70685798,0,0
-0.454656,0.53302401,3.80918,0.74612802,0,0
-0.43778199,0.55528897,3.80918,0.78539801,0,0
-0.42022899,0.576693,3.80918,0.82466799,0,0
-0.40206999,0.59715998,3.80918,0.86393797,0,0
-0.383306,0.61669302,3.80918,0.90320802,0,0
-0.36393699,0.63529003,3.80918,0.942478,0,0
-0.343963,0.652951,3.80918,0.98174798,0,0
-0.32345501,0.66960001,3.80918,1.0210201,0,0
-0.302497,0.68518102,3.80918,1.06029,0,0
-0.28108999,0.69969398,3.80918,1.09956,0,0
-0.259233,0.71314102,3.80918,1.1388299,0,0
-0.236926,0.72552103,3.80918,1.1781,0,0
-0.214251,0.73677403,3.80918,1.21737,0,0
-0.1913,0.74686998,3.80918,1.25664,0,0
-0.168071,0.75580698,3.80918,1.29591,0,0
-0.144566,0.763587,3.80918,1.33518,0,0
-0.120784,0.77020901,3.80918,1.37445,0,0
-0.096814103,0.775635,3.80918,1.41372,0,0
-0.072750799,0.77985698,3.80918,1.4529901,0,0
-0.048594099,0.782875,3.80918,1.49226,0,0
-0.0243438,0.784688,3.80918,1.53153,0,0
6.4023297E-14,0.78529799,3.80918,1.5707999,0,0
0.0243438,0.784688,3.80918,1.61007,0,0
0.048594099,0.782875,3.80918,1.64934,0,0
0.072750799,0.77985698,3.80918,1.68861,0,0
0.096814103,0.775635,3.80918,1.72788,0,0
0.120784,0.77020901,3.80918,1.76715,0,0
0.144566,0.763587,3.80918,1.80642,0,0
0.168071,0.75580698,3.80918,1.84569,0,0
0.1913,0.74686998,3.80918,1.8849601,0,0
0.214251,0.73677403,3.80918,1.92423,0,0
0.236926,0.72552103,3.80918,1.9635,0,0
0.259233,0.71314102,3.80918,2.0027699,0,0
0.28108999,0.69969398,3.80918,2.0420401,0,0
0.302497,0.68518102,3.80918,2.08131,0,0
0.32345501,0.66960001,3.80918,2.12058,0,0
0.343963,0.652951,3.80918,2.1598401,0,0
0.36393699,0.63529003,3.80918,2.19911,0,0
0.383306,0.61669302,3.80918,2.23838,0,0
0.40206999,0.59715998,3.80918,2.2776501,0,0
0.42022899,0.576693,3.80918,2.31692,0,0
0.43778199,0.55528897,3.80918,2.35619,0,0
0.454656,0.53302401,3.80918,2.3954599,0,0
0.47079301,0.509992,3.80918,2.4347301,0,0
0.48619199,0.48619199,3.80918,2.474,0,0
0.500853,0.461624,3.80918,2.5132699,0,0
0.514777,0.436288,3.80918,2.5525401,0,0
0.52790302,0.41027501,3.80918,2.59181,0,0
0.54018599,0.383692,3.80918,2.6310799,0,0
0.55162901,0.35653901,3.80918,2.6703501,0,0
0.56222999,0.32881501,3.80918,2.70962,0,0
0.57199001,0.30052,3.80918,2.7488899,0,0
0.58086199,0.27175999,3.80918,2.7881601,0,0
0.58882099,0.24264801,3.80918,2.82743,0,0
0.59586698,0.213184,3.80918,2.8666999,0,0
0.60200101,0.18336999,3.80918,2.9059701,0,0
0.60722101,0.15320399,3.80918,2.94524,0,0
0.61149901,0.1228,3.80918,2.9845099,0,0
0.61482799,0.092278197,3.80918,3.0237801,0,0
0.61720699,0.061637402,3.80918,3.06305,0,0
0.61863703,0.030878,3.80918,3.10232,0,0
0.61911702,-1.62417E-13,3.80918,3.1415901,0,0
0.61863703,-0.030878,3.80918,3.18086,0,0
0.61720699,-0.061637402,3.80918,3.22013,0,0
0.61482799,-0.092278197,3.80918,3.2593999,0,0
0.61149901,-0.1228,3.80918,3.2986701,0,0
0.60722101,-0.15320399,3.80918,3.33794,0,0
0.60200101,-0.18336999,3.80918,3.3772099,0,0
0.59586698,-0.213184,3.80918,3.4164801,0,0
0.58882099,-0.24264801,3.80918,3.45575,0,0
0.58086199,-0.27175999,3.80918,3.4950199,0,0
0.57199001,-0.30052,3.80918,3.5342901,0,0
0.56222999,-0.32881501,3.80918,3.57356,0,0
0.55162901,-0.35653901,3.80918,3.6128299,0,0
0.54018599,-0.383692,3.80918,3.6521001,0,0
0.52790302,-0.41027501,3.80918,3.69137,0,0
0.514777,-0.436288,3.80918,3.7306399,0,0
0.500853,-0.461624,3.80918,3.7699101,0,0
0.48619199,-0.48619199,3.80918,3.80918,0,0
0.47079301,-0.509992,3.80918,3.8484499,0,0
0.454656,-0.53302401,3.80918,3.8877201,0,0
0.43778199,-0.55528897,3.80918,3.92699,0,0
0.42022899,-0.576693,3.80918,3.96626,0,0
0.40206999,-0.59715998,3.80918,4.0055299,0,0
0.383306,-0.61669302,3.80918,4.0447998,0,0
0.36393699,-0.63529003,3.80918,4.0840702,0,0
0.343963,-0.652951,3.80918,4.1233401,0,0
0.32345501,-0.66960001,3.80918,4.1626101,0,0
0.302497,-0.68518102,3.80918,4.20188,0,0
0.28108999,-0.69969398,3.80918,4.2411499,0,0
0.259233,-0.71314102,3.80918,4.2804198,0,0
0.236926,-0.72552103,3.80918,4.3196902,0,0
0.214251,-0.73677403,3.80918,4.3589602,0,0
0.1913,-0.74686998,3.80918,4.3982301,0,0
0.168071,-0.75580698,3.80918,4.4375,0,0
0.144566,-0.763587,3.80918,4.4767699,0,0
0.120784,-0.77020901,3.80918,4.5160398,0,0
0.096814103,-0.775635,3.80918,4.5553098,0,0
0.072750799,-0.77985698,3.80918,4.5945802,0,0
0.048594099,-0.782875,3.80918,4.6338501,0,0
0.0243438,-0.784688,3.80918,4.67312,0,0
-1.92346E-13,-0.78529799,3.80918,4.7123899,0,0
-0.0243438,-0.784688,3.80918,4.7516599,0,0
-0.048594099,-0.782875,3.80918,4.7909298,0,0
-0.072750799,-0.77985698,3.80918,4.8302002,0,0
-0.096814103,-0.775635,3.80918,4.8694701,0,0
-0.120784,-0.77020901,3.80918,4.90874,0,0
-0.144566,-0.763587,3.80918,4.94801,0,0
-0.168071,-0.75580698,3.80918,4.9872799,0,0
-0.1913,-0.74686998,3.80918,5.0265498,0,0
-0.214251,-0.73677403,3.80918,5.0658202,0,0
-0.236926,-0.72552103,3.80918,5.1050901,0,0
-0.259233,-0.71314102,3.80918,5.1443601,0,0
-0.28108999,-0.69969398,3.80918,5.18363,0,0
-0.302497,-0.68518102,3.80918,5.2228999,0,0
-0.32345501,-0.66960001,3.80918,5.2621698,0,0
-0.343963,-0.652951,3.80918,5.3014398,0,0
-0.36393699,-0.63529003,3.80918,5.3407102,0,0
-0.383306,-0.61669302,3.80918,5.3799801,0,0
-0.40206999,-0.59715998,3.80918,5.41925,0,0
-0.42022899,-0.576693,3.80918,5.4585199,0,0
-0.43778199,-0.55528897,3.80918,5.4977899,0,0
-0.454656,-0.53302401,3.80918,5.5370598,0,0
-0.47079301,-0.509992,3.80918,5.5763302,0,0
-0.48619199,-0.48619199,3.80918,5.6156001,0,0
-0.500853,-0.461624,3.80918,5.65487,0,0
-0.514777,-0.436288,3.80918,5.69414,0,0
-0.52790302,-0.41027501,3.80918,5.7334099,0,0
-0.54018599,-0.383692,3.80918,5.7726798,0,0
-0.55162901,-0.35653901,3.80918,5.8119502,0,0
-0.56222999,-0.32881501,3.80918,5.8512201,0,0
-0.57199001,-0.30052,3.80918,5.8904901,0,0
-0.58086199,-0.27175999,3.80918,5.92976,0,0
-0.58882099,-0.24264801,3.80918,5.9690299,0,0
-0.59586698,-0.213184,3.80918,6.0082998,0,0
-0.60200101,-0.18336999,3.80918,6.0475702,0,0
-0.60722101,-0.15320399,3.80918,6.0868402,0,0
-0.61149901,-0.1228,3.80918,6.1261101,0,0
-0.61482799,-0.092278197,3.80918,6.16538,0,0
-0.61720699,-0.061637402,3.80918,6.2046499,0,0
-0.61863703,-0.030878,3.80918,6.2439198,0,0
-0.61911702,3.24837E-13,3.80918,6.2831898,0,0.0392698999999999
-0.64942503,-7.5895698E-19,3.8484499,-9.9967403E-19,0,0
-0.64892101,0.029899999,3.8484499,0.039269902,0,0
-0.647421,0.0596852,3.8484499,0.078539804,0,0
-0.644925,0.089355499,3.8484499,0.11781,0,0
-0.64143401,0.118911,3.8484499,0.15707999,0,0
-0.63694602,0.148352,3.8484499,0.19634999,0,0
